220510,- In containers holding 2 l or less:
22051010,- - Of an alcoholic strength by volume not exceeding 15% vol.
22051020,- - Of an alcoholic strength by volume exceeding 15% vol.
220590,- Other:
22059010,- - Of an alcoholic strength by volume not exceeding 15% vol.
22059020,- - Of an alcoholic strength by volume exceeding 15% vol.
2206,"Other fermented beverages (for example, cider, perry, mead, saké); mixtures of fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, not elsewhere specified or included"
22060010,- Cider or perry
22060020,- Saké
,- Coconut palm toddy:
22060031,- - In container holding 2 l or less
22060039,- - Other
,- Shandy:
22060041,- - Of an alcoholic strength by volume not exceeding 1.14% vol.
22060049,- - Other
22060050,- Mead
22060060,"- Wines obtained by the fermentation of vegetables juices or of fruit juices, other than juice of fresh grapes"
,- Other:
22060091,- - Other rice wine (including medicated rice wine)
22060099,- - Other
2207,"Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol. or higher; ethyl alcohol and other spirits, denatured, of any strength"
22071000,- Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol. or higher
220720,"- Ethyl alcohol and other spirits, denatured, of any strength:"
,"- - Denatured ethyl alcohol, including methylated spirits:"
22072011,- - - Ethyl alcohol of an alcoholic strength by volume exceeding 99% vol.
22072019,- - - Other
22072090,- - Other
2208,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol.; spirits, liqueurs and other spirituous beverages"
220820,- Spirits obtained by distilling grape wine or grape marc:
22082050,- - Brandy
22082090,- - Other
220830,- Whiskies:
22083010,- - In containers holding more than 5 l
22083090,- - Other
22084000,- Rum and other spirits obtained by distilling fermented sugar-cane products
22085000,- Gin and Geneva
22086000,- Vodka
220870,- Liqueurs and cordials:
22087010,- - Of an alcoholic strength by volume not exceeding 57% vol.
22087090,- - Other
220890,- Other:
22089010,- - Medicated samsu of an alcoholic strength by volume not exceeding 40% vol.
22089020,- - Medicated samsu of an alcoholic strength by volume exceeding 40% vol.
22089030,- - Other samsu of an alcoholic strength by volume not exceeding 40% vol.
22089040,- - Other samsu of an alcoholic strength by volume exceeding 40% vol.
22089050,- - Arrack or pineapple spirit of an alcoholic strength by volume not exceeding 40% vol.
22089060,- - Arrack or pineapple spirit of an alcoholic strength by volume exceeding 40% vol.
22089070,- - Bitters and similar beverages of an alcoholic strength not exceeding 57% vol.
22089080,- - Bitters and similar beverages of an alcoholic strength exceeding 57% vol.
,- - Other:
22089091,- - - Of an alcoholic strength by volume not exceeding 1.14% vol.
22089099,- - - Other
22090000,Vinegar and substitutes for vinegar obtained from acetic acid
,
,
,Chapter 23
,Residues and waste from the food industries;prepared animal fodder
,Note
,"1. Heading 23.09 includes products of a kind used in animal feeding, not elsewhere specified or included, obtained by processing vegetable or animal materials to such an extent that they have lost the essential characteristics of the original material, other than vegetable waste, vegetable residues and by-products of such processing."
,Subheading Note
,"1. For the purposes of subheading 2306.41, the expression “low erucic acid rape or colza seeds” means seeds as defined in Subheading Note 1 to Chapter 12."
2301,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves"
23011000,"- Flours, meals and pellets, of meat or meat offal; greaves"
230120,"- Flours, meals and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates:"
23012010,"- - Of fish, with a protein content of less than 60% by weight"
23012020,"- - Of fish, with a protein content of 60% or more by weight"
23012090,- - Other
2302,"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants"
23021000,- Of maize (corn)
230230,- Of wheat:
23023010,- - Bran and pollard
23023090,- - Other
230240,- Of other cereals:
23024010,- - Of rice
23024090,- - Other
23025000,- Of leguminous plants
2303,"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets"
230310,- Residues of starch manufacture and similar residues:
23031010,- - Of manioc (cassava) or sago
23031090,- - Other
23032000,"- Beet-pulp, bagasse and other waste of sugar manufacture"
23033000,- Brewing or distilling dregs and waste
2304,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil"
23040010,"- Defatted soya-bean flour, fit for human consumption"
,- Soya-bean meal:
23040021,- - Fit for human consumption
23040029,- - Other
23040090,- Other
23050000,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil"
2306,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading 23.04 or 23.05"
23061000,- Of cotton seeds
23062000,- Of linseed
23063000,- Of sunflower seeds
,- Of rape or colza seeds:
230641,- - Of low erucic acid rape or colza seeds:
23064110,- - - Of low erucic acid rape seeds
23064120,- - - Of low erucic acid colza seeds
230649,- - Other:
23064910,- - - Of other rape seeds
23064920,- - - Of other colza seeds
23065000,- Of coconut or copra
230660,- Of palm nuts or kernels:
23066010,- - Ground or in the form of pellets
23066090,- - Other
230690,- Other:
23069010,- - Of maize (corn) germ
23069090,- - Other
23070000,Wine lees; argol
23080000,"Vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included"
2309,Preparations of a kind used in animal feeding
230910,"- Dog or cat food, put up for retail sale:"
23091010,- - Containing meat
23091090,- - Other
230990,- Other:
,- - Complete feed:
23099011,- - - Of a kind suitable for poultry
23099012,- - - Of a kind suitable for swine
23099013,- - - Of a kind suitable for prawns
23099014,- - - Of a kind suitable for primates
23099019,- - - Other
23099020,"- - Premixes, feed supplements or feed additives"
23099090,- - Other
,
,Chapter 24
,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body"
,Notes
,1. This Chapter does not cover medicinal cigarettes (Chapter 30).
,2. Any products classifiable in heading 24.04 and any other heading of the Chapter are to be classified in heading 24.04.
,"3. For the purposes of heading 24.04, the expression “inhalation without combustion” means inhalation through heated delivery or other means, without combustion."
,Subheading Note
,"1. For the purposes of subheading 2403.11, the expression “water pipe tobacco” means tobacco intended for smoking in a water pipe and which consists of a mixture of tobacco and glycerol, whether or not containing aromatic oils and extracts, molasses or sugar, and whether or not flavoured with fruit. However, tobacco-free products intended for smoking in a water pipe are excluded from this subheading."
2401,Unmanufactured tobacco; tobacco refuse
240110,"- Tobacco, not stemmed/stripped:"
24011010,"- - Virginia type, flue-cured"
24011020,"- - Virginia type, other than flue-cured"
24011040,- - Burley type
24011050,"- - Other, flue-cured"
24011090,- - Other
240120,"- Tobacco, partly or wholly stemmed/ stripped:"
24012010,"- - Virginia type, flue-cured"
24012020,"- - Virginia type, other than flue-cured"
24012030,- - Oriental type
24012040,- - Burley type
24012050,"- - Other, flue-cured"
24012090,- - Other
240130,- Tobacco refuse:
24013010,- - Tobacco stems
24013090,- - Other
2402,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes"
24021000,"- Cigars, cheroots and cigarillos, containing tobacco"
240220,- Cigarettes containing tobacco:
24022010,- - Beedies
24022020,- - Clove cigarettes
24022090,- - Other
240290,- Other:
24029010,"- - Cigars, cheroots and cigarillos of tobacco substitutes"
24029020,- - Cigarettes of tobacco substitutes
2403,Other manufactured tobacco and manufactured tobacco substitutes; “homogenised” or “reconstituted” tobacco; tobacco extracts and essences
,"- Smoking tobacco, whether or not containing tobacco substitutes in any proportion:"
240311,- - Water pipe tobacco specified in Subheading Note 1 to this Chapter:
24031110,- - - Packed for retail sale
24031190,- - - Other
240319,- - Other:
,- - - Packed for retail sale:
24031911,- - - - Ang Hoon
24031919,- - - - Other
24031920,- - - Other manufactured tobacco for the manufacture of cigarettes
,- - - Other:
24031991,- - - - Ang Hoon
24031999,- - - - Other
,- Other:
240391,- - “Homogenised’’ or “reconstituted” tobacco:
24039110,- - - Packed for retail sale
24039190,- - - Other
240399,- - Other:
24039910,- - - Tobacco extracts and essences
24039930,- - - Manufactured tobacco substitutes
24039940,"- - - Snuff, whether or not dry"
24039950,- - - Chewing and sucking tobacco
24039990,- - - Other
2404,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body"
,- Products intended for inhalation without combustion:
24041100,- - Containing tobacco or reconstituted tobacco
240412,"- - Other, containing nicotine:"
24041210,- - - E-cigarette liquid or gel
24041290,- - - Other
240419,- - Other:
24041910,- - - Containing tobacco substitutes
24041920,- - - Containing nicotine substitutes
,- Other:
240491,- - For oral application:
24049110,- - - Nicotine chewing gum
24049190,- - - Other
240492,- - For transdermal application:
24049210,- - - Nicotine patch
24049290,- - - Other
24049900,- - Other
,
,SECTION V
,MINERAL PRODUCTS
,Chapter 25
,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
,Notes
,"1. Except where their context or Note 4 to this Chapter otherwise requires, the headings of this Chapter cover only products which are in the crude state or which have been washed (even with chemical substances eliminating the impurities without changing the structure of the product), crushed, ground, powdered, levigated, sifted, screened, concentrated by flotation, magnetic separation or other mechanical or physical processes (except crystallisation), but not products which have been roasted, calcined, obtained by mixing or subjected to processing beyond that mentioned in each heading."
,"The products of this Chapter may contain an added anti-dusting agent, provided that such addition does not render the product particularly suitable for specific use rather than for general use."
,2. This Chapter does not cover:
,"(a) Sublimed sulphur, precipitated sulphur or colloidal sulphur (heading 28.02);"
,(b) Earth colours containing 70% or more by weight of combined iron evaluated as Fe2O3 (heading 28.21);
,(c) Medicaments or other products of Chapter 30;
,"(d) Perfumery, cosmetic or toilet preparations (Chapter 33);"
,(e) Dolomite ramming mix (heading 38.16);
,"(f) Setts, curbstones or flagstones (heading 68.01); mosaic cubes or the like (heading 68.02); roofing, facing or damp course slates (heading 68.03);"
,(g) Precious or semi-precious stones (heading 71.02 or 71.03);
,"(h) Cultured crystals (other than optical elements) weighing not less than 2.5g each, of sodium chloride or of magnesium oxide, of heading 38.24; optical elements of sodium chloride or of magnesium oxide (heading 90.01);"
,(i) Billiard chalks (heading 95.04); or
,(k) Writing or drawing chalks or tailors' chalks (heading 96.09).
,3. Any products classifiable in heading 25.17 and any other heading of the Chapter are to be classified in heading 25.17.
,"4. Heading 25.30 applies, inter alia, to: vermiculite, perlite and chlorites, unexpanded; earth colours, whether or not calcined or mixed together; natural micaceous iron oxides; meerschaum (whether or not in polished pieces); amber; agglomerated meerschaum and agglomerated amber, in plates, rods, sticks or similar forms, not worked after moulding; jet; strontianite (whether or not calcined), other than strontium oxide; broken pieces of pottery, brick or concrete."
2501,"Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water"
25010010,- Table salt
25010020,- Unprocessed rock salt
25010050,- Sea water
,- Other:
25010091,"- - With sodium chloride content more than 60% but less than 97%, calculated on a dry basis, fortified with iodine"
25010093,"- - With sodium chloride content 97% or more, calculated on a dry basis"
25010099,- - Other
25020000,Unroasted iron pyrites
25030000,"Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur"
2504,Natural graphite
25041000,- In powder or in flakes
25049000,- Other
2505,"Natural sands of all kinds, whether or not coloured, other than metal-bearing sands of Chapter 26"
25051000,- Silica sands and quartz sands
25059000,- Other
2506,"Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
25061000,- Quartz
25062000,- Quartzite
25070000,"Kaolin and other kaolinic clays, whether or not calcined"
2508,"Other clays (not including expanded clays of heading 68.06), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths"
25081000,- Bentonite
25083000,- Fire-clay
250840,- Other clays:
25084010,- - Fuller's earth
25084090,- - Other
25085000,"- Andalusite, kyanite and sillimanite"
25086000,- Mullite
25087000,- Chamotte or dinas earths
25090000,Chalk
2510,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk"
251010,- Unground:
25101010,- - Apatite
25101090,- - Other
251020,- Ground:
25102010,- - Apatite
25102090,- - Other
2511,"Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading 28.16"
25111000,- Natural barium sulphate (barytes)
25112000,- Natural barium carbonate (witherite)
25120000,"Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less"
2513,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated"
25131000,- Pumice stone
25132000,"- Emery, natural corundum, natural garnet and other natural abrasives"
25140000,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
2515,"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent specific gravity of 2.5 or more, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
,- Marble and travertine:
25151100,- - Crude or roughly trimmed
251512,"- - Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape:"
25151210,- - - Blocks
25151220,- - - Slabs
25152000,- Ecaussine and other calcareous monumental or building stone; alabaster
2516,"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
,- Granite:
25161100,- - Crude or roughly trimmed
251612,"- - Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape:"
25161210,- - - Blocks
25161220,- - - Slabs
251620,- Sandstone:
25162010,- - Crude or roughly trimmed
25162020,"- - Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
25169000,- Other monumental or building stone
2517,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 25.15 or 25.16, whether or not heat-treated"
25171000,"- Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated"
25172000,"- Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in subheading 2517.10"
25173000,- Tarred macadam
,"- Granules, chippings and powder, of stones of heading 25.15 or 25.16, whether or not heat-treated:"
25174100,- - Of marble
25174900,- - Other
2518,"Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
25181000,"- Dolomite, not calcined or sintered"
25182000,- Calcined or sintered dolomite
2519,"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure"
25191000,- Natural magnesium carbonate (magnesite)
251990,- Other:
25199010,- - Fused magnesia; dead-burned (sintered) magnesia
25199090,- - Other
2520,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or without small quantities of accelerators or retarders"
25201000,- Gypsum; anhydrite
252020,- Plasters:
25202010,- - Of a kind suitable for use in dentistry
25202090,- - Other
25210000,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement"
2522,"Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 28.25"
25221000,- Quicklime
25222000,- Slaked lime
25223000,- Hydraulic lime
2523,"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers"
252310,- Cement clinkers:
25231010,- - Of a kind used in the manufacture of white cement
25231090,- - Other
,- Portland cement:
25232100,"- - White cement, whether or not artificially coloured"
252329,- - Other:
25232910,- - - Coloured cement
25232990,- - - Other
25233000,- Aluminous cement
25239000,- Other hydraulic cements
2524,Asbestos.
25241000,- Crocidolite
25249000,- Other
2525,"Mica, including splittings; mica waste"
25251000,- Crude mica and mica rifted into sheets or splittings
25252000,- Mica powder
25253000,- Mica waste
2526,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc"
25261000,"- Not crushed, not powdered"
252620,- Crushed or powdered:
25262010,- - Talc powder
25262090,- - Other
25280000,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85% of H3BO3 calculated on the dry weight"
2529,Feldspar; leucite; nepheline and nepheline syenite; fluorspar
252910,- Feldspar:
25291010,- - Potash feldspar; soda feldspar
25291090,- - Other
,- Fluorspar:
25292100,- - Containing by weight 97% or less of calcium fluoride
25292200,- - Containing by weight more than 97% of calcium fluoride
25293000,- Leucite; nepheline and nepheline syenite
2530,Mineral substances not elsewhere specified or included
25301000,"- Vermiculite, perlite and chlorites, unexpanded"
253020,"- Kieserite, epsomite (natural magnesium sulphates):"
25302010,- - Kieserite
25302020,- - Epsomite (natural magnesium sulphates)
253090,- Other:
25309010,- - Micronized zircon sand (zirconium silicate) of a kind used as an opacifier
25309090,- - Other
,
,
,Chapter 26
,"Ores, slag and ash"
,Notes
,1. This Chapter does not cover:
,(a) Slag or similar industrial waste prepared as macadam (heading 25.17);
,"(b) Natural magnesium carbonate (magnesite), whether or not calcined (heading 25.19);"
,"(c) Sludges from the storage tanks of petroleum oils, consisting mainly of such oils (heading 27.10);"
,(d) Basic slag of Chapter 31;
,"(e) Slag wool, rock wool or similar mineral wools (heading 68.06); "
,"(f) Waste or scrap of precious metal or of metal clad with precious metal; other waste or scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal (heading 71.12 or 85.49); or"
,"(g) Copper, nickel or cobalt mattes produced by any process of smelting (Section XV)."
,"2. For the purposes of headings 26.01 to 26.17, the term “ores” means minerals of mineralogical species actually used in the metallurgical industry for the extraction of mercury, of the metals of heading 28.44 or of the metals of Section XIV or XV, even if they are intended for non-metallurgical purposes. Headings 26.01 to 26.17 do not, however, include minerals which have been submitted to processes not normal to the metallurgical industry."
,3. Heading 26.20 applies only to:
,"(a) Slag, ash and residues of a kind used in industry either for the extraction of metals or as a basis for the manufacture of chemical compounds of metals, excluding ash and residues from the incineration of municipal waste (heading 26.21); and"
,"(b) Slag, ash and residues containing arsenic, whether or not containing metals, of a kind used either for the extraction of arsenic or metals or for the manufacture of their chemical compounds."
,Subheading Notes
,"1. For the purposes of subheading 2620.21, “leaded gasoline sludges and leaded anti-knock compound sludges” mean sludges obtained from storage tanks of leaded gasoline and leaded anti-knock compounds (for example, tetraethyl lead), and consisting essentially of lead, lead compounds and iron oxide."
,"2. Slag, ash and residues containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds, are to be classified in subheading 2620.60."
2601,"Iron ores and concentrates, including roasted iron pyrites"
,"- Iron ores and concentrates, other than roasted iron pyrites:"
260111,- - Non-agglomerated:
26011110,- - - Haematite and concentrates
26011190,- - - Other
260112,- - Agglomerated:
26011210,- - - Haematite and concentrates
26011290,- - - Other
26012000,- Roasted iron pyrites
26020000,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight"
26030000,Copper ores and concentrates
26040000,Nickel ores and concentrates
26050000,Cobalt ores and concentrates
26060000,Aluminium ores and concentrates
26070000,Lead ores and concentrates
26080000,Zinc ores and concentrates
26090000,Tin ores and concentrates
26100000,Chromium ores and concentrates
26110000,Tungsten ores and concentrates
2612,Uranium or thorium ores and concentrates
26121000,- Uranium ores and concentrates
26122000,- Thorium ores and concentrates
2613,Molybdenum ores and concentrates
26131000,- Roasted
26139000,- Other
2614,Titanium ores and concentrates
26140010,- Ilmenite ores and concentrates
26140090,- Other
2615,"Niobium, tantalum, vanadium or zirconium ores and concentrates"
26151000,- Zirconium ores and concentrates
26159000,- Other
2616,Precious metal ores and concentrates
26161000,- Silver ores and concentrates
26169000,- Other
2617,Other ores and concentrates
26171000,- Antimony ores and concentrates
26179000,- Other
26180000,Granulated slag (slag sand) from the manufacture of iron or steel
26190000,"Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel"
2620,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds"
,- Containing mainly zinc:
26201100,- - Hard zinc spelter
26201900,- - Other
,- Containing mainly lead:
26202100,- - Leaded gasoline sludges and leaded anti-knock compound sludges
26202900,- - Other
26203000,- Containing mainly copper
26204000,- Containing mainly aluminium
26206000,"- Containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds"
,- Other:
26209100,"- - Containing antimony, beryllium, cadmium, chromium or their mixtures"
262099,- - Other:
26209910,- - - Slag and hardhead of tin
26209990,- - - Other
2621,"Other slag and ash, including seaweed ash (kelp); ash and residues from the incineration of municipal waste"
26211000,- Ash and residues from the incineration of municipal waste
262190,- Other:
26219010,- - Crude potassium salts obtained in the sugar industry from residues of beet molasses
26219090,- - Other
,
,Chapter 27
,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
,Notes
,1. This Chapter does not cover:
,"(a) Separate chemically defined organic compounds, other than pure methane and propane which are to be classified in heading 27.11;"
,(b) Medicaments of heading 30.03 or 30.04; or
,"(c) Mixed unsaturated hydrocarbons of heading 33.01, 33.02 or 38.05."
,"2. References in heading 27.10 to “petroleum oils and oils obtained from bituminous minerals” include not only petroleum oils and oils obtained from bituminous minerals but also similar oils, as well as those consisting mainly of mixed unsaturated hydrocarbons, obtained by any process, provided that the weight of the non-aromatic constituents exceeds that of the aromatic constituents."
,"However, the references do not include liquid synthetic polyolefins of which less than 60% by volume distils at 300°C, after conversion to 1,013 millibars when a reduced-pressure distillation method is used (Chapter 39)."
,"3. For the purposes of heading 27.10, “waste oils” means waste containing mainly petroleum oils and oils obtained from bituminous minerals (as described in Note 2 to this Chapter), whether or not mixed with water. These include:"
,"(a) Such oils no longer fit for use as primary products (for example, used lubricating oils, used hydraulic oils and used transformer oils);"
,"(b) Sludge oils from the storage tanks of petroleum oils, mainly containing such oils and a high concentration of additives (for example, chemicals) used in the manufacture of the primary products; and "
,"(c) Such oils in the form of emulsions in water or mixtures with water, such as those resulting from oil spills, storage tank washings, or from the use of cutting oils for machining operations. "
,Subheading Notes
,"1. For the purposes of subheading 2701.11, “anthracite” means coal having a volatile matter limit (on a dry, mineral-matter-free basis) not exceeding 14%."
,"2. For the purposes of subheading 2701.12, “bituminous coal” means coal having a volatile matter limit (on a dry, mineral-matter-free basis) exceeding 14% and a calorific value limit (on a moist, mineral-matter-free basis) equal to or greater than 5,833 kcal/kg."
,"3. For the purposes of subheadings 2707.10, 2707.20, 2707.30 and 2707.40 the terms “benzol (benzene)”, “toluol (toluene)”, “xylol (xylenes)” and “naphthalene” apply to products which contain more than 50% by weight of benzene, toluene, xylenes or naphthalene, respectively."
,"4. For the purposes of subheading 2710.12, “light oils and preparations” are those of which 90% or more by volume (including losses) distil at 210oC according to the ISO 3405 method (equivalent to the ASTM D 86 method)."
,"5. For the purposes of the subheadings of heading 27.10, the term “biodiesel” means mono-alkyl esters of fatty acids of a kind used as a fuel, derived from animal, vegetable or microbial fats and oils whether or not used."
2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal"
,"- Coal, whether or not pulverised, but not agglomerated:"
27011100,- - Anthracite
270112,- - Bituminous coal:
27011210,- - - Coking coal
27011290,- - - Other
27011900,- - Other coal
27012000,"- Briquettes, ovoids and similar solid fuels manufactured from coal"
2702,"Lignite, whether or not agglomerated, excluding jet"
27021000,"- Lignite, whether or not pulverised, but not agglomerated"
27022000,- Agglomerated lignite
2703,"Peat (including peat litter), whether or not agglomerated"
27030010,"- Peat, whether or not compressed into bales, but not agglomerated"
27030020,- Agglomerated peat
2704,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"
27040010,- Coke and semi-coke of coal
27040020,- Coke and semi-coke of lignite or of peat
27040030,- Retort carbon
27050000,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons"
27060000,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars"
2707,Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents
27071000,- Benzol (benzene)
27072000,- Toluol (toluene)
27073000,- Xylol (xylenes)
27074000,- Naphthalene
27075000,- Other aromatic hydrocarbon mixtures of which 65% or more by volume (including losses) distils at 250 °C by the ISO 3405 method (equivalent to the ASTM D 86 method)
,- Other:
27079100,- - Creosote oils
270799,- - Other:
27079910,- - - Carbon black feedstock
27079990,- - - Other
2708,"Pitch and pitch coke, obtained from coal tar or from other mineral tars"
27081000,- Pitch
27082000,- Pitch coke
2709,"Petroleum oils and oils obtained from bituminous minerals, crude"
27090010,- Crude petroleum oils
27090020,- Condensates
27090090,- Other
2710,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils"
,"- Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils:"
271012,- - Light oils and preparations:
,"- - - Motor spirit, leaded:"
27101211,- - - - Of RON 97 and above
27101212,- - - - Of RON 90 and above but below RON 97
27101213,- - - - Of other RON
,"- - - Motor spirit, unleaded:"
,- - - - Of RON 97 and above:
27101221,- - - - - Unblended
27101222,- - - - - Blended with ethanol
27101223,- - - - - Other
,- - - - Of RON 90 and above but below RON 97:
27101224,- - - - - Unblended
27101225,- - - - - Blended with ethanol
27101226,- - - - - Other
,- - - - Of other RON:
27101227,- - - - - Unblended
27101228,- - - - - Blended with ethanol
27101229,- - - - - Other
,"- - - Aviation spirit, of a kind used in aviation piston-engines:"
27101231,- - - - 100 octane and above
27101239,- - - - Other
27101240,- - - Tetrapropylene
27101250,- - - White spirit
27101260,- - - Low aromatic solvents containing by weight less than 1% aromatic content
27101270,- - - Other solvent spirits
27101280,"- - - Naphtha, reformates and other preparations of a kind used for blending into motor spirits"
,- - - Other:
27101291,- - - - Alpha olefins
27101292,"- - - - Other, petroleum spirit, having a flash point of less than 23 oC"
27101299,- - - - Other
271019,- - Other:
27101920,- - - Topped crudes
27101930,- - - Carbon black feedstock
,- - - Lubricating oils and greases:
27101941,- - - - Lubricating oil feedstock
27101942,- - - - Lubricating oils for aircraft engines
27101944,- - - - Lubricating greases
27101945,- - - - Lubricating oils for textile
27101946,- - - - Other lubricating oils
27101950,- - - Hydraulic brake fluid
27101960,- - - Transformer and circuit breakers oils
,- - - Diesel fuel; fuel oils:
27101971,- - - - Automotive diesel fuel
27101972,- - - - Other diesel fuels
27101979,- - - - Fuel oils
27101981,- - - Aviation turbine fuel (jet fuel) having a flash point of 23 oC or more
27101982,- - - Aviation turbine fuel (jet fuel) having a flash point of less than 23 oC
27101983,- - - Other kerosene
27101989,- - - Other medium oils and preparations
27101990,- - - Other
27102000,"- Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, containing biodiesel, other than waste oils"
,- Waste oils:
27109100,"- - Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)"
27109900,- - Other
2711,Petroleum gases and other gaseous hydrocarbons
,- Liquefied:
27111100,- - Natural gas
27111200,- - Propane
27111300,- - Butanes
271114,"- - Ethylene, propylene, butylene and butadiene:"
27111410,- - - Ethylene
27111490,- - - Other
27111900,- - Other
,- In gaseous state:
271121,- - Natural gas:
27112110,- - - Of a kind used as a motor fuel
27112190,- - - Other
27112900,- - Other
